Gene.ID	Gene.Name	g4_g3.log2foldchange	g4_g3.p-value	g2_g1.log2foldchange	g2_g1.p-value
ENSG00000099814	CEP170B	0.136609883	0.262356404	0.35145001	0.005481735
ENSG00000099822	HCN2	0.100385976	0.529572678	-0.066211352	0.5356998
ENSG00000099864	PALM	-0.01362488	0.884797547	0.114614432	0.085629442
ENSG00000099942	CRKL	-0.021226346	0.83932298	-0.312043928	0.004601179
ENSG00000099968	BCL2L13	0.338531237	0.501228862	-0.502885234	0.180554382
ENSG00000100028	SNRPD3	-0.047662889	0.70282017	-0.002548542	0.977573853
ENSG00000100030	MAPK1	-0.131343383	0.255736195	-0.132101806	0.100895581
ENSG00000100075	SLC25A1	-0.064882859	0.460691826	-0.085300101	0.164668687
ENSG00000100083	GGA1	0.022233394	0.950476905	0.136368771	0.509641112
ENSG00000100097	LGALS1	0.107477656	0.682464819	-0.71301407	0.006372546
ENSG00000100116	GCAT	0.059536308	0.812705555	0.670580959	0.028254302
ENSG00000100129	EIF3L	-0.185189526	0.224678715	0.137390808	0.169886327
ENSG00000100167	SEPTIN3	-0.038818966	0.709456485	0.212540015	0.017202623
ENSG00000100201	DDX17	0.20709364	0.188551719	-0.149722542	0.146552374
ENSG00000100220	RTCB	-0.019656196	0.882801707	-0.53537724	0.001796879
ENSG00000100226	GTPBP1	-0.017849416	0.923552804	0.040898849	0.701641357
ENSG00000100241	SBF1	0.052562327	0.786803567	0.279791394	0.051544287
ENSG00000100243	CYB5R3	-0.007078158	0.948459382	-0.085726759	0.165175125
ENSG00000100266	PACSIN2	-0.107569956	0.291256964	-0.050763536	0.440784767
ENSG00000100280	AP1B1	-0.019812591	0.948459382	0.321073077	0.092387131
ENSG00000100284	TOM1	-0.432869325	0.003692458	0.186235684	0.007618458
ENSG00000100285	NEFH	-0.064813689	0.824566693	0.062706098	0.733408099
ENSG00000100304	TTLL12	0.240804083	0.06405641	-0.175872224	0.031608571
ENSG00000100345	MYH9	0.059274595	0.570192733	-0.392614477	0.002714804
ENSG00000100347	SAMM50	-0.213807314	0.023976481	0.342335245	0.000614116
ENSG00000100353	EIF3D	0.127290088	0.497119549	-0.274899274	0.090510744
ENSG00000100364	KIAA0930	0.257095508	0.543345485	-0.068033715	0.812409855
ENSG00000100380	ST13	-0.164196372	0.191635391	-0.610348518	0.004889336
ENSG00000100401	RANGAP1	-0.025225257	0.934500438	0.073445424	0.692276471
ENSG00000100412	ACO2	-0.024488054	0.571138275	0.406268708	0.000131367
ENSG00000100427	MLC1	-0.073683926	0.870773838	0.133127361	0.651549345
ENSG00000100442	FKBP3	0.052701206	0.703135704	-0.537171645	0.001898778
ENSG00000100445	SDR39U1	-0.014541231	0.757505717	0.262811156	0.000645142
ENSG00000100462	PRMT5	0.057523427	0.836697142	-0.252407373	0.164245213
ENSG00000100519	PSMC6	-0.218532073	0.215300048	0.268395841	0.039804707
ENSG00000100523	DDHD1	0.348562308	0.220768633	-0.051857709	0.774016306
ENSG00000100554	ATP6V1D	0.07570332	0.636344139	0.123540169	0.246635978
ENSG00000100567	PSMA3	0.135991419	0.515931053	0.429795511	0.020547715
ENSG00000100577	GSTZ1	-0.206159649	0.172188639	-0.326584486	0.018256634
ENSG00000100591	AHSA1	0.007739264	0.895663096	-0.27101467	0.001074232
ENSG00000100592	DAAM1	0.115410939	0.501228862	0.084802104	0.461553428
ENSG00000100614	PPM1A	-0.380204529	0.177781703	0.048137867	0.778732665
ENSG00000100664	EIF5	0.138515614	0.463836458	-0.21087805	0.121275276
ENSG00000100714	MTHFD1	0.150821164	0.611826581	-0.106400639	0.592357656
ENSG00000100764	PSMC1	0.108272979	0.338501989	0.253770034	0.014317397
ENSG00000100804	PSMB5	0.111050061	0.673490877	0.120325417	0.470349256
ENSG00000100813	ACIN1	-0.24847373	0.177781703	0.359610853	0.024661199
ENSG00000100836	PABPN1	-0.251224977	0.374419165	0.133924741	0.43536242
ENSG00000100883	SRP54	-0.080868278	0.679906137	0.393436099	0.018059849
ENSG00000100902	PSMA6	0.086327417	0.654887025	0.033111007	0.795895031
ENSG00000100983	GSS	0.035610775	0.561581153	0.226568205	0.00286055
ENSG00000100994	PYGB	0.039543907	0.65872909	0.187989407	0.016617953
ENSG00000101132	PFDN4	0.171066681	0.370553935	-0.35857704	0.025877221
ENSG00000101150	TPD52L2	-0.037571902	0.840708211	-0.709232351	0.002035719
ENSG00000101199	ARFGAP1	-0.015092379	0.915965555	-0.143429412	0.112686724
ENSG00000101335	MYL9	-0.011816511	0.96409469	0.561584154	0.051090346
ENSG00000101347	SAMHD1	-0.038717028	0.820037287	-0.183077833	0.161435776
ENSG00000101365	IDH3B	0.006840024	0.957286073	0.11660005	0.175535629
ENSG00000101367	MAPRE1	0.044618213	0.676572578	-0.09007584	0.201719959
ENSG00000101400	SNTA1	0.112359478	0.553376909	-0.392302902	0.01922967
ENSG00000101439	CST3	-0.178832628	0.008558755	0.054376703	0.053703379
ENSG00000101444	AHCY	-0.030979213	0.755447326	-0.079020443	0.23638623
ENSG00000101474	APMAP	0.002869428	0.969996102	-0.059321937	0.267449882
ENSG00000101557	USP14	-0.029460174	0.795271743	0.199098505	0.028641157
ENSG00000101558	VAPA	-0.112278504	0.407695175	-0.7080233	0.000889042
ENSG00000101596	SMCHD1	0.592367323	0.356676935	-0.077029687	0.852456627
ENSG00000101940	WDR13	0.067103338	0.759930554	0.237184717	0.122160721
ENSG00000102003	SYP	0.015239143	0.86615704	0.251939941	0.005858524
ENSG00000102024	PLS3	0.128012778	0.42921714	-0.291432744	0.030468845
ENSG00000102054	RBBP7	0.050949324	0.553376909	-0.189051891	0.016016274
ENSG00000102109	PCSK1N	0.017948339	0.952053595	0.478029799	0.027958768
ENSG00000102144	PGK1	-0.057031443	0.3221219	-0.362292792	0.000432595
ENSG00000102172	SMS	-0.146165371	0.177781703	-0.086217923	0.193795402
ENSG00000102178	UBL4A	-0.025100499	0.878621413	0.109982752	0.295024796
ENSG00000102189	EEA1	-0.085499241	0.291256964	-0.025191168	0.638415662
ENSG00000102226	USP11	0.511733266	0.034261968	0.174580619	0.11997828
ENSG00000102390	PBDC1	-0.064911256	0.12607604	-0.038439644	0.13726421
ENSG00000102401	ARMCX3	-0.05507731	0.806955693	0.438084138	0.054688111
ENSG00000102547	CAB39L	-0.028259315	0.891389929	-0.011071087	0.938362751
ENSG00000102606	ARHGEF7	0.324424537	0.538450491	-0.08327745	0.816024295
ENSG00000102699	PARP4	0.461732133	0.413955569	-0.074407583	0.840179958
ENSG00000102738	MRPS31	0.217728098	0.057871664	-0.061710057	0.282009147
ENSG00000102763	VWA8	0.344251685	0.358584527	0.168872048	0.495064778
ENSG00000102781	KATNAL1	0.225797783	0.22670952	-0.045098433	0.707077164
ENSG00000102879	CORO1A	0.036708834	0.81599237	-0.088953719	0.368328939
ENSG00000102882	MAPK3	0.00413558	0.96409469	-0.067895948	0.273055627
ENSG00000102893	PHKB	0.276701753	0.181920609	0.039860822	0.754001618
ENSG00000102900	NUP93	-0.022984087	0.957286073	0.188665745	0.490945181
ENSG00000102967	DHODH	0.064201663	0.748927099	0.07607356	0.559717707
ENSG00000103024	NME3	0.372710274	0.285374894	0.158227008	0.475315548
ENSG00000103034	NDRG4	-0.052897681	0.402127962	-0.675274422	9.52E-05
ENSG00000103056	SMPD3	0.1328176	0.556733128	0.169478373	0.282458289
ENSG00000103154	NECAB2	0.184036664	0.307640283	0.546206617	0.005045908
ENSG00000103160	HSDL1	0.010655067	0.948459382	0.22722573	0.039694355
ENSG00000103187	COTL1	-0.15497613	0.243740858	-0.869864113	0.000340517
ENSG00000103194	USP10	0.087732208	0.33529669	-0.009379426	0.858832296
ENSG00000103197	TSC2	0.036917023	0.842928264	0.257086569	0.056451748
ENSG00000103266	STUB1	-0.221461135	0.181920609	-0.015229142	0.884817837
ENSG00000103274	NUBP1	0.174935829	0.12712461	-0.242438814	0.010956842
ENSG00000103316	CRYM	-0.123743671	0.321325614	0.430421164	0.003139393
ENSG00000103356	EARS2	-0.27078199	0.181920609	0.190011383	0.112281967
ENSG00000103363	ELOB	-0.005174034	0.955698172	-0.19791561	0.012686768
ENSG00000103381	CPPED1	-0.224438262	0.242065721	-0.366790841	0.021350706
ENSG00000103485	QPRT	0.072994948	0.804320603	-0.459309746	0.041042764
ENSG00000103496	STX4	-0.037565793	0.850845622	-0.0501445	0.689926655
ENSG00000103507	BCKDK	0.00024349	0.999205205	0.382293135	0.148536942
ENSG00000103540	CCP110	0.120251793	0.525972548	0.259808694	0.071027853
ENSG00000103647	CORO2B	0.052448286	0.789276301	0.090138823	0.465754215
ENSG00000103723	AP3B2	0.008691154	0.869013324	0.324783707	0.000425376
ENSG00000103740	ACSBG1	0.377392575	0.304186694	-0.034336105	0.86835639
ENSG00000103876	FAH	0.076452669	0.771834916	-0.07736758	0.655228816
ENSG00000103966	EHD4	-0.050162757	0.918323829	-0.101712437	0.72732087
ENSG00000104093	DMXL2	0.016926289	0.884797547	0.259593598	0.013731797
ENSG00000104112	SCG3	0.136989472	0.341408352	-0.796116249	0.000678577
ENSG00000104131	EIF3J	-0.077818039	0.882252081	-0.181893759	0.595962215
ENSG00000104142	VPS18	0.18566124	0.665856377	0.038817089	0.89362874
ENSG00000104237	RP1	0.088747179	0.948459382	1.015479785	0.220755985
ENSG00000104267	CA2	0.030444389	0.911304841	-0.321011906	0.075187746
ENSG00000104325	DECR1	-0.017264318	0.882252081	0.08880408	0.241877067
ENSG00000104375	STK3	-0.560399512	0.578482788	-0.405786149	0.535834504
ENSG00000104381	GDAP1	-0.072300697	0.703135704	-0.071577728	0.553806668
ENSG00000104408	EIF3E	0.012737181	0.948459382	-0.227690335	0.070167386
ENSG00000104435	STMN2	-0.164066713	0.713595984	0.275723027	0.331651169
ENSG00000104490	NCALD	0.10451041	0.649927152	0.110393488	0.461282586
ENSG00000104722	NEFM	0.118215608	0.177781703	-0.226931347	0.006293584
ENSG00000104763	ASAH1	0.032971615	0.816831442	-0.434040667	0.004272581
ENSG00000104805	NUCB1	0.101128664	0.444800979	0.076037461	0.387953205
ENSG00000104812	GYS1	0.11566047	0.528322702	-0.177096879	0.169193963
ENSG00000104833	TUBB4A	0.176064105	0.764462473	0.461208071	0.274367017
ENSG00000104852	SNRNP70	0.263409671	0.177781703	-0.117346813	0.319684201
ENSG00000104915	STX10	0.460485679	0.124081759	-0.351272603	0.0578614
ENSG00000104946	TBC1D17	0.274685396	0.349586369	0.075798145	0.701432856
ENSG00000104980	TIMM44	-0.007912349	0.970521848	0.178219675	0.271975907
ENSG00000105185	PDCD5	-0.09587413	0.374435637	0.107345372	0.156424609
ENSG00000105193	RPS16	0.061356698	0.718702677	0.230582173	0.063192875
ENSG00000105197	TIMM50	-0.058338831	0.709456485	0.272170989	0.028641157
ENSG00000105223	PLD3	0.024590598	0.837032758	0.196606459	0.031677725
ENSG00000105245	NUMBL	0.028524178	0.859449538	0.354658146	0.012678318
ENSG00000105254	TBCB	-0.234881827	0.011073863	-0.801870913	3.70E-05
ENSG00000105255	FSD1	-0.221236606	0.501228862	-0.166428142	0.451092189
ENSG00000105270	CLIP3	0.592904512	0.105479368	-0.214035547	0.302882512
ENSG00000105290	APLP1	0.007914122	0.870533939	0.26917733	0.000614116
ENSG00000105357	MYH14	0.062934462	0.746172964	-0.161875468	0.202605574
ENSG00000105372	RPS19	0.142188802	0.129010907	0.050357675	0.346791653
ENSG00000105376	ICAM5	-0.11322957	0.242065721	0.426864761	0.001325302
ENSG00000105379	ETFB	0.184742972	0.134474116	0.259082346	0.011445894
ENSG00000105401	CDC37	0.124526458	0.463589352	-0.187866084	0.123272341
ENSG00000105402	NAPA	0.245216549	0.096051517	-0.101761456	0.225023195
ENSG00000105409	ATP1A3	-0.172151295	0.135271688	0.098023072	0.161606124
ENSG00000105426	PTPRS	0.087595316	0.685672357	0.568205706	0.007243698
ENSG00000105443	CYTH2	-0.092672937	0.679375248	-0.154970331	0.280697888
ENSG00000105514	RAB3D	0.065945515	0.58558405	0.310707425	0.009757169
ENSG00000105519	CAPS	-0.341524529	0.266830617	-0.794438975	0.008017861
ENSG00000105607	GCDH	0.023036808	0.889880534	-0.089633552	0.398971771
ENSG00000105669	COPE	-0.080292376	0.558195862	0.050180892	0.586055787
ENSG00000105676	ARMC6	0.231212722	0.703135704	0.284467985	0.45869728
ENSG00000105695	MAG	-0.031717883	0.725741703	-0.074261724	0.220444523
ENSG00000105767	CADM4	0.234358622	0.163372892	-0.151360107	0.146724028
ENSG00000105778	AVL9	-0.002628875	0.97798458	0.522798	0.001599511
ENSG00000105819	PMPCB	0.573463881	0.071256352	-0.116102922	0.475706785
ENSG00000105835	NAMPT	0.200387968	0.16461927	-0.301884733	0.012342661
ENSG00000105855	ITGB8	-0.224393004	0.388692978	-0.095897704	0.580387582
ENSG00000105926	MPP6	-0.048142813	0.537922267	-0.103650056	0.076902619
ENSG00000105953	OGDH	0.059647951	0.565406898	0.246170184	0.012678368
ENSG00000106049	HIBADH	0.280831552	0.007498265	-0.166165936	0.005481735
ENSG00000106052	TAX1BP1	0.231679363	0.092218806	-0.113313474	0.148172006
ENSG00000106078	COBL	-0.031930666	0.878621413	0.353634011	0.030638781
ENSG00000106105	GARS1	0.046231194	0.723008756	-0.21164086	0.036980812
ENSG00000106211	HSPB1	0.245147861	0.104807902	-0.165973335	0.080414385
ENSG00000106244	PDAP1	0.233574918	0.402127962	0.333756303	0.101738486
ENSG00000106263	EIF3B	-0.066730301	0.585738988	0.269655693	0.016239763
ENSG00000106266	SNX8	0.705102186	0.0805785	-0.302651688	0.082592346
ENSG00000106278	PTPRZ1	-0.020372981	0.848756336	0.025676226	0.701985926
ENSG00000106299	WASL	0.098809414	0.199039905	0.255585315	0.002993008
ENSG00000106351	AGFG2	-0.009652852	0.950823224	-0.044040751	0.643929233
ENSG00000106367	AP1S1	0.461850925	0.273592085	0.089470247	0.744276524
ENSG00000106524	ANKMY2	-0.011314741	0.969996102	-0.168196264	0.41669532
ENSG00000106605	BLVRA	0.203559877	0.285374894	-0.373421557	0.020547715
ENSG00000106615	RHEB	-0.22966047	0.033796281	-0.021346535	0.646669205
ENSG00000106665	CLIP2	0.152349158	0.291256964	0.077791447	0.402647607
ENSG00000106682	EIF4H	0.106302063	0.800320685	0.303204089	0.267999114
ENSG00000106683	LIMK1	0.4975039	0.096051517	-0.040501647	0.808038099
ENSG00000106701	FSD1L	-0.012413335	0.955698172	-0.18180741	0.187603983
ENSG00000106789	CORO2A	0.199026535	0.531656356	0.502318389	0.046162134
ENSG00000106976	DNM1	0.046571016	0.233878242	0.098103777	0.008465935
ENSG00000106992	AK1	0.093137682	0.488801132	0.097472836	0.282651958
ENSG00000107130	NCS1	-0.035013821	0.824685388	-0.234164514	0.044422583
ENSG00000107263	RAPGEF1	0.237387921	0.71717557	0.542554554	0.243876868
ENSG00000107295	SH3GL2	0.008141757	0.952243584	0.086981591	0.289442463
ENSG00000107331	ABCA2	-0.87019247	0.136881769	0.121679983	0.601774142
ENSG00000107581	EIF3A	0.166545769	0.239859085	0.209551209	0.047156323
ENSG00000107758	PPP3CB	0.193873112	0.356141237	0.217675353	0.140885726
ENSG00000107862	GBF1	-0.021206287	0.875555468	0.270325785	0.018517011
ENSG00000107863	ARHGAP21	-0.154815977	0.051506345	0.258870175	0.001474049
ENSG00000107897	ACBD5	-0.181594357	0.224678715	0.035246629	0.712200969
ENSG00000107959	PITRM1	0.23036537	0.716946603	0.017796713	0.968207361
ENSG00000108010	GLRX3	0.119864097	0.235799402	-0.150356306	0.046149632
ENSG00000108039	XPNPEP1	0.209830764	0.185913638	-0.436294376	0.005671807
ENSG00000108064	TFAM	0.048956037	0.531656356	0.244620278	0.005045908
ENSG00000108094	CUL2	-0.105612036	0.58558405	0.20502891	0.137327667
ENSG00000108187	PBLD	0.171242349	0.439220737	-0.194444312	0.204924294
ENSG00000108231	LGI1	0.063891169	0.366141724	0.171663983	0.011225404
ENSG00000108309	RUNDC3A	0.062658848	0.837032758	0.317561142	0.120001694
ENSG00000108344	PSMD3	-0.136021457	0.304186694	0.038530512	0.659821245
ENSG00000108381	ASPA	0.117389872	0.547232604	-0.091492885	0.479240359
ENSG00000108387	SEPTIN4	-0.057898928	0.553376909	-0.274200127	0.007029124
ENSG00000108424	KPNB1	0.40506667	0.177781703	-0.180717785	0.316434414
ENSG00000108439	PNPO	0.049912844	0.814847484	-0.00884437	0.953242909
ENSG00000108465	CDK5RAP3	0.178132517	0.501228862	-0.189641126	0.289861132
ENSG00000108479	GALK1	0.138226107	0.317983976	-0.077668303	0.387308138
ENSG00000108528	SLC25A11	0.140448593	0.570166613	0.16178574	0.331651169
ENSG00000108559	NUP88	-0.272658779	0.051506345	-0.026807162	0.455953543
ENSG00000108578	BLMH	0.019354236	0.751070609	0.032114727	0.418772794
ENSG00000108582	CPD	0.131004912	0.488801132	0.070348554	0.577844093
ENSG00000108654	DDX5	-0.012201008	0.936721458	0.232874641	0.033311722
ENSG00000108669	CYTH1	0.150940699	0.693022374	-0.376701788	0.140283254
ENSG00000108671	PSMD11	0.143465301	0.402127962	-0.097064501	0.395844175
ENSG00000108679	LGALS3BP	-0.110798	0.501228862	-0.321392767	0.024432893
ENSG00000108774	RAB5C	-0.369226369	0.376731995	0.236252937	0.378892246
ENSG00000108797	CNTNAP1	0.090219876	0.158278595	0.066348379	0.101020239
ENSG00000108829	LRRC59	0.346669742	0.063722991	-0.221406524	0.044697312
ENSG00000108852	MPP2	0.022958689	0.948603337	0.095466384	0.644235606
ENSG00000108883	EFTUD2	0.009512555	0.962610057	0.021602185	0.875299148
ENSG00000108946	PRKAR1A	-0.06631097	0.865764344	-0.262039485	0.289861132
ENSG00000108984	MAP2K6	0.124452994	0.707481291	-0.575797469	0.02871715
ENSG00000109062	SLC9A3R1	0.156047478	0.235026168	0.048758762	0.557396171
ENSG00000109107	ALDOC	0.005121196	0.939138569	0.094864154	0.039916693
ENSG00000109180	OCIAD1	-0.151755993	0.418564478	0.249875939	0.076902619
ENSG00000109472	CPE	0.586143194	0.149047333	0.467876189	0.076613769
ENSG00000109519	GRPEL1	-0.132404226	0.516257302	-0.215156895	0.141268343
ENSG00000109654	TRIM2	0.146578826	0.409571685	-0.337125761	0.025954688
ENSG00000109846	CRYAB	0.042843992	0.673708458	-0.409062463	0.001793773
ENSG00000109917	ZPR1	0.347599253	0.150787362	0.483421351	0.01375492
ENSG00000109971	HSPA8	0.008477589	0.855066155	-0.159805861	0.002888174
ENSG00000110047	EHD1	0.149795763	0.564614799	-0.058294048	0.743667631
ENSG00000110048	OSBP	-0.027656441	0.851130396	0.014877315	0.8765347
ENSG00000110090	CPT1A	-0.11868617	0.588525927	0.161753178	0.279462356
ENSG00000110107	PRPF19	-0.158452345	0.330779281	-0.147080395	0.186148988
ENSG00000110169	HPX	-0.696015686	0.216504886	-0.326754555	0.348518771
ENSG00000110315	RNF141	-0.129477079	0.646632966	0.319943634	0.106716319
ENSG00000110321	EIF4G2	0.094050772	0.703135704	-0.147632738	0.344251547
ENSG00000110344	UBE4A	0.168320375	0.72157372	-0.093417294	0.758284808
ENSG00000110367	DDX6	0.063082447	0.703135704	0.055509604	0.598745113
ENSG00000110395	CBL	0.212506504	0.531110601	0.221515869	0.332603709
ENSG00000110435	PDHX	-0.125553833	0.3221219	0.481832224	0.002305661
ENSG00000110436	SLC1A2	-0.054721755	0.948459382	-0.153139114	0.754001618
ENSG00000110442	COMMD9	0.21665615	0.72363926	0.266258064	0.502040907
ENSG00000110514	MADD	-0.005906541	0.969996102	0.044710724	0.677501953
ENSG00000110697	PITPNM1	0.301886239	0.405657097	0.164132178	0.464594184
ENSG00000110700	RPS13	-0.145005693	0.454927093	0.331003359	0.035095876
ENSG00000110711	AIP	0.559801833	0.102210261	0.074428726	0.700370307
ENSG00000110717	NDUFS8	-0.086827502	0.58558405	-0.139775264	0.207505648
ENSG00000110871	COQ5	0.184182111	0.463432742	0.010880395	0.95432041
ENSG00000110880	CORO1C	0.010402922	0.955698172	-0.089651112	0.434181739
ENSG00000110917	MLEC	0.095847927	0.590565969	-0.072948635	0.533377065
ENSG00000110921	MVK	-0.235738762	0.277845805	0.113900768	0.346194492
ENSG00000110931	CAMKK2	0.042647996	0.805677855	-0.077028881	0.481202367
ENSG00000110955	ATP5F1B	-0.00872849	0.902326531	0.290809935	0.001511284
ENSG00000111052	LIN7A	0.006009076	0.955698172	-0.271156768	0.031762792
ENSG00000111077	TNS2	-0.098075122	0.562873099	0.326755022	0.024663676
ENSG00000111110	PPM1H	0.187553689	0.218448376	0.12058251	0.219593032
ENSG00000111144	LTA4H	-0.087772227	0.501228862	-0.271982875	0.019110338
ENSG00000111275	ALDH2	-0.027218964	0.791935121	0.195738555	0.022394879
ENSG00000111344	RASAL1	0.21769396	0.488801132	0.338908852	0.128656939
ENSG00000111481	COPZ1	0.253340791	0.063722991	0.068162017	0.323150291
ENSG00000111530	CAND1	0.151784108	0.268770842	0.021175773	0.811689541
ENSG00000111540	RAB5B	0.442063345	0.331443931	0.092707261	0.720588492
ENSG00000111605	CPSF6	0.620463391	0.124398213	0.130578173	0.57089171
ENSG00000111652	COPS7A	0.078113236	0.372289726	0.058736168	0.314850152
ENSG00000111669	TPI1	0.090824407	0.685672357	0.28975939	0.070197651
ENSG00000111674	ENO2	-0.041660512	0.716946603	0.049200477	0.495923479
ENSG00000111696	NT5DC3	0.048945709	0.729782867	0.490930361	0.003064713
ENSG00000111726	CMAS	-0.127336049	0.418581136	-0.400405782	0.010106354
ENSG00000111731	C2CD5	0.025232944	0.861028064	0.475617962	0.003139393
ENSG00000111737	RAB35	0.072324967	0.402127962	0.505396286	0.005495628
ENSG00000111801	BTN3A3	0.034226238	0.867096094	0.037273066	0.775818161
ENSG00000111906	HDDC2	0.571830373	0.0805785	-0.435059683	0.025513107
ENSG00000111912	NCOA7	-0.284574795	0.455936533	-0.056147809	0.809527585
ENSG00000111961	SASH1	0.151163647	0.564614799	-0.067137736	0.707949749
ENSG00000112137	PHACTR1	-0.118829599	0.469170129	0.500894143	0.005282787
ENSG00000112186	CAP2	0.023216351	0.731087103	0.300351534	0.001349265
ENSG00000112210	RAB23	-0.216281775	0.049519253	0.239505989	0.00512748
ENSG00000112290	WASF1	-0.220435167	0.453466889	0.249277779	0.218167346
ENSG00000112294	ALDH5A1	0.022426186	0.836697142	-0.060584719	0.361513412
ENSG00000112305	SMAP1	0.189890873	0.070826394	0.0778839	0.169181205
ENSG00000112335	SNX3	0.047848427	0.702550417	0.147173224	0.088672291
ENSG00000112339	HBS1L	0.264990276	0.558195862	0.44022558	0.157237109
ENSG00000112379	ARFGEF3	-0.324701491	0.003692458	0.204540896	0.002201608
ENSG00000112425	EPM2A	0.343503043	0.605716512	0.440326368	0.320870213
ENSG00000112531	QKI	-0.123193151	0.455936533	-0.118826745	0.285264932
ENSG00000112640	PPP2R5D	-0.041595791	0.842928264	-0.368660247	0.026342251
ENSG00000112685	EXOC2	0.010518204	0.976720851	0.083903364	0.769974018
ENSG00000112697	TMEM30A	-0.74933156	0.000857596	0.100494198	0.054008586
ENSG00000112851	ERBIN	0.076752355	0.666360321	-0.474793232	0.027955877
ENSG00000112992	NNT	0.031686195	0.703135704	0.223032918	0.00695859
ENSG00000113013	HSPA9	0.072807706	0.251469412	0.024252742	0.546043965
ENSG00000113048	MRPS27	-0.053930533	0.855066155	-0.125602508	0.495866827
ENSG00000113282	CLINT1	0.03201727	0.923707993	0.173367711	0.372314562
ENSG00000113312	TTC1	0.328355906	0.063644858	0.063751889	0.465754215
ENSG00000113368	LMNB1	-0.053254438	0.620625035	0.043110631	0.542533261
ENSG00000113387	SUB1	0.067914997	0.673226272	-0.517301268	0.003795154
ENSG00000113407	TARS1	-0.024086734	0.913556571	-0.238509169	0.097232846
ENSG00000113448	PDE4D	0.124965934	0.731087103	0.303681838	0.249113747
ENSG00000113522	RAD50	0.035849584	0.882679259	0.260924862	0.118744773
ENSG00000113552	GNPDA1	0.202471547	0.430651437	-0.194815969	0.267999114
ENSG00000113578	FGF1	0.247738383	0.285374894	-0.06289435	0.677501953
ENSG00000113643	RARS1	-0.175810813	0.402127962	0.061413501	0.667574668
ENSG00000113657	DPYSL3	0.112058157	0.573870947	-0.225433711	0.117867209
ENSG00000113758	DBN1	0.083463548	0.502381117	-0.953125473	0.000255198
ENSG00000113763	UNC5A	-0.192083525	0.22670952	0.093861217	0.27914007
ENSG00000113966	ARL6	0.120852322	0.853432735	-0.467523222	0.279300965
ENSG00000114021	NIT2	0.033067293	0.76422755	0.020141059	0.781585478
ENSG00000114054	PCCB	-0.005594654	0.960932377	0.643491522	0.000620758
ENSG00000114098	ARMC8	-0.198636625	0.133564518	0.240746867	0.018059849
ENSG00000114115	RBP1	0.097905616	0.596817776	0.064824507	0.601774142
ENSG00000114209	PDCD10	-0.094376923	0.87230043	0.197133128	0.600708075
ENSG00000114302	PRKAR2A	-0.21313441	0.081872854	0.502648016	0.000889042
ENSG00000114353	GNAI2	0.03052382	0.767759508	-0.473667381	0.001237068
ENSG00000114354	TFG	0.115930384	0.671379512	0.003378947	0.988051001
ENSG00000114383	TUSC2	-0.112691225	0.447079475	0.467112293	0.004851754
ENSG00000114416	FXR1	-0.148401076	0.315065937	0.068765216	0.469704654
ENSG00000114480	GBE1	0.415350298	0.266830617	0.512502958	0.061050234
ENSG00000114491	UMPS	-0.002508434	0.977040043	0.225090488	0.04763307
ENSG00000114520	SNX4	0.011692694	0.957286073	0.15958287	0.260137016
ENSG00000114573	ATP6V1A	-0.033715967	0.731087103	0.193714877	0.020566745
ENSG00000114646	CSPG5	-0.151750797	0.298181186	-0.452940088	0.015511819
ENSG00000114698	PLSCR4	0.077804436	0.731087103	-0.1412485	0.335277728
ENSG00000114742	WDR48	-0.074521814	0.806955693	0.204465884	0.295443893
ENSG00000114757	PEX5L	0.048347891	0.884489144	-0.044038465	0.840179958
ENSG00000114948	ADAM23	0.156579416	0.302682442	-0.695853227	0.007234837
ENSG00000115053	NCL	0.008303784	0.957286073	-0.546127496	0.002612436
ENSG00000115091	ACTR3	0.038365073	0.66241593	0.232439366	0.007618458
ENSG00000115159	GPD2	-0.017336449	0.925573274	0.111536553	0.301774865
ENSG00000115194	SLC30A3	0.028197023	0.802315172	0.584687026	0.000773697
ENSG00000115211	EIF2B4	-0.275219105	0.400012623	0.285001059	0.205875417
ENSG00000115233	PSMD14	0.402229767	0.139527272	-0.001338119	0.995515608
ENSG00000115234	SNX17	-0.387043313	0.264565288	0.199336695	0.333879674
ENSG00000115252	PDE1A	0.087118227	0.725741703	-0.243917617	0.152676411
ENSG00000115275	MOGS	0.374777913	0.320496088	0.275700036	0.268762478
ENSG00000115306	SPTBN1	0.041797252	0.347715511	-0.023739563	0.41669532
ENSG00000115310	RTN4	0.028449047	0.837032758	-0.315297509	0.011248924
ENSG00000115355	CCDC88A	0.093421574	0.316052101	-0.180867807	0.021974678
ENSG00000115364	MRPL19	0.616472677	0.488801132	0.354656014	0.546286261
ENSG00000115365	LANCL1	-0.098856585	0.289141262	-0.053336106	0.374727768
ENSG00000115415	STAT1	0.060911245	0.660081327	0.076104491	0.394840541
ENSG00000115419	GLS	0.046341792	0.689081524	0.172929576	0.044697312
ENSG00000115484	CCT4	0.264241813	0.158278595	0.209634899	0.08281503
ENSG00000115524	SF3B1	0.077224451	0.812705555	0.133939724	0.511804445
ENSG00000115541	HSPE1	-0.111587949	0.082043069	0.464159968	0.000131367
ENSG00000115677	HDLBP	-0.335906876	0.16461927	0.032516306	0.751034697
ENSG00000115685	PPP1R7	-0.057073337	0.718702677	0.033842757	0.743660909
ENSG00000115808	STRN	-0.140560831	0.100396679	0.173915165	0.011065116
